indice_tiempo,agricultura_ganaderia_caza_silvicultura,pesca,explotacion_minas_canteras,industria_manufacturera,suministro_electricidad_gas_agua,construccion,sectores_productores_bienes,comercio_mayorista_minorista_reparaciones,hoteles_restaurantes,transporte_almacenamiento_comunicaciones,intermediacion_financiera,actividades_inmobiliarias_empresariales_alquiler,admin_publica_planes_seguridad_social_afiliacion_obligatoria,ensenianza,servicios_sociales_salud,otras_actividades_servicios_comunitarias_sociales_personales,hogares_privs_servicio_domestico,sectores_productores_servicios,valor_agregado_bruto_precios_basicos,impuesto_valor_agregado,derechos_importacion,impuestos_productos_netos_subsidios,producto_interno_bruto_precios_mercado
2021-04-01,89025.81417150257,2298.3073849281704,21075.269960416445,115891.52859868681,12742.415217114478,19795.33928620339,260828.67461885183,91266.58582170898,6541.855347445124,51615.62533350263,24684.06406426773,76225.90143153908,31792.3868786872,26784.134502778485,25564.813010154325,13195.793201141085,3433.167222602801,351104.32681382744,611933.0014326792,51640.81245813207,7200.44131918513,52742.36728067838,723516.6224906748
2021-07-01,35008.00016998698,3747.80392927352,21834.617548342376,120122.34570939989,13393.073822001945,21959.164958215148,216065.00613721987,91710.52359890111,7828.737218134673,50624.86698275493,24996.47700422659,77020.81654490635,32688.611304021564,27512.870828684725,23935.279138712205,14552.743674199184,3845.4938281585096,354716.42012269987,570781.4262599197,53159.443204827316,7973.324659185259,54842.273702742,686756.4678266742
2021-10-01,38809.17144543634,1522.236179883817,22269.179294473084,123243.24917545205,12287.14717835436,21229.084430147992,219360.06770374763,93152.97149717012,8316.22874930846,51827.349716650504,25937.34689904489,79065.89868536279,34647.95695336769,28178.417828926722,22687.787019608528,15060.749447349575,3769.5164993812,362644.2232961704,582004.290999918,51836.46115145867,8244.79355360736,54049.12340713103,696134.669112115
2022-01-01,44066.53605464584,1914.897706104742,22167.524683656447,108360.44715375356,12952.297827839757,22448.168837636378,211909.87226363673,89524.93050207522,10472.804385805184,52452.881905354385,25768.08581129392,77742.7404943812,34857.81222750027,27684.872742920565,24038.40948666428,16869.030688575094,4175.875714553728,363587.44395912386,575497.3162227606,57377.61135979694,8187.216035969338,56529.89487987449,697592.0384984014
2022-04-01,84333.42362551321,2794.101285587511,24018.072556528892,124637.83078762681,13379.511229436344,22003.18160163781,271166.1210863306,100219.4776062534,9288.396706418811,57209.44355119144,25261.676911263323,81003.21079310973,34835.43411715864,28317.700480231,25822.237893734615,14812.51377274461,3781.622829149527,380551.71466125513,651717.8357475856,55603.04988026837,8582.863631735869,58334.45645506368,774238.2057146536
2022-07-01,34541.37528552095,3748.034930454587,24338.785079296886,127382.27266667085,12875.858816485128,23561.089568602172,226447.41634703058,99302.76161749258,9453.831637913228,54489.44634253166,24991.31481840432,81341.09869474819,34962.24982485902,28758.59040876455,24141.93528245604,15871.989695412103,4151.415645201781,377464.63396778353,603912.050314814,56339.638026159126,8978.7274710383,58703.007947275946,727933.4237592873
2022-10-01,33717.89876455665,1347.3608865244112,24495.413814447034,124165.9790511936,12874.470872795197,21735.727508529646,218336.85089804654,95241.76188900652,10386.39652480851,53547.99079679388,25052.794689517636,81495.616075192,35088.049117436036,28906.465059396618,22891.30389803084,15836.087436030115,4133.130321169779,372579.59580738196,590916.4467054285,52758.29035575163,7972.221827082034,53237.723146404314,704884.6820346665
2023-01-01,36151.90441454864,2001.4877634577572,24573.169392426877,111647.715993153,13795.739687202535,23099.440800779004,211269.4580515678,92656.0918564831,11404.841095410278,52939.88061990471,24992.77319697175,79645.76656521428,35531.79028977913,28381.717406121945,24241.106453432352,17568.654669932526,4486.827555003636,371849.44970825367,583118.9077598216,58741.688414702534,7374.996731893376,55785.50381218151,705021.0967185991
2023-04-01,45935.68886697656,1993.136982785207,25839.8597620904,123203.49051292331,12519.030303417781,22330.728394049558,231821.93482224285,101601.88504144915,9606.312193315705,55229.89536748903,24016.110532789877,82245.51449165895,35590.458800866865,29047.43433231533,26209.620223526927,15088.412320216994,3736.052530939496,382371.69583456835,614193.6306568112,54363.35718633246,7997.806237950588,56795.67995514165,733350.4740362358
2023-07-01,32018.25013002009,3824.4034113863054,26203.391593602053,122769.17818747993,13194.067687987197,23679.258864229516,221688.5498747051,98376.89493624376,10342.057442349553,54510.88879486374,24558.06642409553,81998.78334174085,35838.82699649884,29534.898254473672,24520.07094206266,16132.657457603455,4071.8634058186776,379885.00799575076,601573.5578704559,55724.209042664195,9210.23884937933,56682.586668807606,723190.5924313071
2023-10-01,35821.72703274313,1353.5265961076716,26399.15254523257,116716.28215009747,12211.337350916365,21526.474956977025,214028.50063207422,91595.83333551389,11262.430451253864,53208.45535099927,23899.200979341163,82499.09565775855,36118.61777827584,29683.410501426017,23326.100403467877,15881.38235846203,4192.828103660158,371667.3549201586,585695.8555522329,51468.46483920392,7599.44881395121,51528.485643553,696292.2548489411
2024-01-01,39511.9791983164,2069.55512212634,26607.599396245572,96336.63090919967,13467.942617631,18512.891922025974,196506.59916554493,84181.03400843883,11186.163459632786,52621.77119943935,21617.470556875334,78352.27349897339,35736.48925167952,28871.571510769965,24553.045433651183,17240.09985918251,4359.858958861703,358719.77773750457,555226.3769030494,54103.87803414822,5976.395242522707,53366.063684827044,668672.7138645474
2024-04-01,83227.38481006524,2816.964799138059,27548.897565035557,101771.12013365707,12873.62706044519,17364.63976553256,245602.63413387368,85694.35543293407,9177.741849246413,56470.33460202715,21659.20845475187,81254.99296419183,35288.15364595303,29346.574709991608,26276.339769393133,14438.580397498205,3874.7033119394896,363480.9851379268,609083.6192718004,51861.180489778184,5961.170416731748,54221.47421039649,721127.4443887068
